[pattern]	lhsText	rhsText	w	gsw	meanSim	greedySim	phrasePair	notSure	isInWordnet	extentionLevel	pairIndex	text	hypothesis	lhsDrs	rhsDrs
[nnnrv--vnnn]	girl-n-2 in-r-3 blue-n-5 white-a-7 cheering-v-10	girl-n-2 in-r-3 blue-a-9 lowering-v-12 her-n-13 arm-n-14	0.0	0.0	0.822071	1, 0.679858	blue-jj : blue-jj, cheer-vb nsubj-#1# girl-nn pmod-#2# in-in #2# #1# : lower-vb dobj-#1# arm-nn #1# nsubj-#2# girl-nn pmod-#3# in-in #3# #2#	0	Phrasal	1	887	the girl in the blue and white uniform is cheering	a girl in a uniform , which is blue , is lowering her arm	drs([[]:x102,[]:x101,[]:x102,[]:x104,[]:x201,[]:x101,[]:x104,[]:x102,[]:x103,[]:x103,[]:x102],[[]:pred(x102,group_head,r,0),[17300003]:rel(x101,x102,in,0),[17300007]:pred(x104,white,a,0),[17300010]:pred(x201,cheer,v,0),[17300002]:pred(x101,girl,n,0),[]:rel(x104,x102,subset_of,1),[17300005]:pred(x103,blue,n,0),[]:rel(x103,x102,subset_of,1)])	drs([[]:X103,[]:x101,[]:x104,[]:x201,[]:X103,[]:x104,[]:x101,[]:x101,[]:x201,[]:X103,[]:x101],[[17400014]:pred(X103,arm,n,0),[17400003]:rel(x101,x104,in,0),[]:rel(x201,X103,patient,0),[17400009]:pred(x104,blue,a,0),[17400002]:pred(x101,girl,n,0),[17400013]:pred(x101,female,n,2),[17400012]:pred(x201,lower,v,0),[]:rel(X103,x101,of,1)])
[vnnn--nnnrv]	girl-n-2 raising-v-4 blue-a-6 with-r-8 her-n-9 arm-n-10	girl-n-2 in-r-3 blue-n-5 white-a-7 cheering-v-10	0.0	0.0	0.852831	1, 0.746021	blue-jj : blue-jj, raise-vb dobj-#1# with-in pobj-#2# arm-nn #2# #1# nsubj-#3# girl-nn #3# : cheer-vb nsubj-#1# girl-nn pmod-#2# in-in #2# #1#	0	Phrasal	1	888	a girl is raising a blue uniform with her arm	the girl in the blue and white uniform is cheering	drs([[]:x201,[]:x103,[]:x101,[]:x101,[]:x201,[]:x102,[]:x102,[]:x103,[]:x103,[]:x101,[]:x102],[[17500004]:pred(x201,raise,v,0),[17500010]:pred(x103,arm,n,0),[17500009]:pred(x101,female,n,2),[17500002]:pred(x101,girl,n,0),[]:rel(x201,x102,patient,0),[17500008]:rel(x102,x103,with,0),[]:rel(x103,x101,of,1),[17500006]:pred(x102,blue,a,0)])	drs([[]:x101,[]:xir,[]:x102,[]:xir,[]:x101,[]:x103,[]:xir,[]:x102,[]:x103,[]:xir,[]:x201],[[17600003]:rel(x101,xir,in,0),[]:rel(x102,xir,subset_of,1),[17600002]:pred(x101,girl,n,0),[]:rel(x103,xir,subset_of,1),[17600007]:pred(x102,white,a,0),[17600005]:pred(x103,blue,n,0),[]:pred(xir,group_head,r,0),[17600010]:pred(x201,cheer,v,0)])
[n--nn]	blue-a-9	blue-n-5 white-a-7	0.0	0.0	0.984014	1	blue-jj : blue-jj	1	Phrasal	1	889	a girl in a uniform , which is blue , is raising her arm .	the girl in the blue and white uniform is cheering	drs([[]:x102],[[17700009]:pred(x102,blue,a,0)])	drs([[]:x102,[]:x102,[]:xir,[]:x102,[]:xir,[]:x102,[]:x102],[[]:rel(x102,x102,subset_of,1),[17800005]:pred(xir,blue,n,0),[17800007]:pred(x102,white,a,0),[]:rel(xir,x102,subset_of,1),[]:pred(x102,group_head,r,0)])
[vnn--v]	raising-v-12 her-n-13 arm-n-14	cheering-v-10	0.0	0.0	0.542675	0.542675	raise-vb dobj-#1# arm-nn #1# : cheer-vb	1	Phrasal	1	889	a girl in a uniform , which is blue , is raising her arm .	the girl in the blue and white uniform is cheering	drs([[]:x201,[]:x103,[]:x201,[]:x101,[]:x103,[]:x101,[]:x103],[[]:rel(x201,x103,patient,0),[17700012]:pred(x201,raise,v,0),[17700013]:pred(x101,female,n,2),[]:rel(x103,x101,of,1),[17700014]:pred(x103,arm,n,0)])	drs([[]:x201],[[17800010]:pred(x201,cheer,v,0)])
[n--nn]	sunny-a-16 day-n-17	full-a-6 of-r-7 day-n-16 sun-n-19	1.0	1.0	0.424562	0.464973	sunny-jj amod-#1# day-nn #1# : day-nn	0	Phrasal	1	890	people are on a beach full of sand by the ocean and are enjoying a sunny day	people are on a beach full of sand by the ocean and are enjoying a day full of sun	drs([[]:x103,[]:x103],[[17900016]:pred(x103,sunny,a,0),[17900017]:pred(x103,day,n,0)])	drs([[]:x103,[]:x103,[]:xir,[]:x103,[]:xir,[]:xir,[]:x103],[[18000019]:pred(x103,sun,n,0),[18000016]:pred(x103,day,n,0),[18000007]:rel(xir,x103,of,0),[18000006]:pred(xir,full,a,0),[]:rel(xir,x103,theme,0)])
[vn--vn]	from-r-4 suffering-v-15 day-n-19	enjoying-v-14 day-n-17	0.0	0.0	0.921337	1, 0.812504	day-nn : day-nn, from-in : enjoy-vb	1	Phrasal	1	891	people are far from a beach full of sand by the ocean and are suffering from the sunny day	people are on a beach full of sand by the ocean and are enjoying a sunny day	drs([[]:x201,[]:x201,[]:x106,[]:x106],[[18100015]:pred(x201,suffer,v,0),[18100004]:rel(x201,x106,from,0),[18100019]:pred(x106,day,n,0)])	drs([[]:x201,[]:x201,[]:x106,[]:x106],[[18200014]:pred(x201,enjoy,v,0),[]:rel(x201,x106,patient,0),[18200017]:pred(x106,day,n,0)])
[nnn--nn]	people-n-1 far-a-3 from-r-4 beach-n-6	people-n-1 on-r-3 beach-n-5	0.0	0.0	0.898495	1, 0.80771	people-nn : people-nn, beach-nn : on-in pobj-#1# beach-nn #1#	1	Phrasal	1	891	people are far from a beach full of sand by the ocean and are suffering from the sunny day	people are on a beach full of sand by the ocean and are enjoying a sunny day	drs([[]:x401,[]:x102,[]:x102,[]:x401,[]:x101,[]:x401,[]:x101],[[18100004]:rel(x401,x102,from,0),[18100006]:pred(x102,beach,n,0),[]:rel(x401,x101,theme,0),[18100003]:pred(x401,far,a,0),[18100001]:pred(x101,people,n,0)])	drs([[]:x102,[]:x101,[]:x101,[]:x102],[[18200005]:pred(x102,beach,n,0),[18200001]:pred(x101,people,n,0),[18200003]:rel(x101,x102,on,0)])
[nnnn--nn]	people-n-1 far-a-3 from-r-4 beach-n-6 full-a-7	bunch-n-2 on-r-6 shore-n-8	0.0	0.0	0.845366	0.764344, 0.758323	from-in : bunch-nn, beach-nn : on-in pobj-#1# shore-nn #1#	1	Phrasal	1	892	people are far from a beach full of sand by the ocean and are suffering from the sunny day	a bunch of people is on the shore	drs([[]:x402,[]:x102,[]:x401,[]:x101,[]:x101,[]:x401,[]:x401,[]:x102,[]:x402,[]:x102],[[18300007]:pred(x402,full,a,0),[18300006]:pred(x102,beach,n,0),[]:rel(x401,x101,theme,0),[18300001]:pred(x101,people,n,0),[18300003]:pred(x401,far,a,0),[18300004]:rel(x401,x102,from,0),[]:rel(x402,x102,theme,0)])	drs([[]:x402,[]:X103,[]:x402,[]:X103],[[18400002]:pred(x402,bunch,n,0),[18400008]:pred(X103,shore,n,0),[18400006]:rel(x402,X103,on,0)])
[nn--n]	sand-n-9 by-r-10 ocean-n-12	people-n-4	0.0	0.0	0.564906	0.550128	sand-nn : people-nn	1	Phrasal	1	892	people are far from a beach full of sand by the ocean and are suffering from the sunny day	a bunch of people is on the shore	drs([[]:x103,[]:x104,[]:x103,[]:x104],[[18300009]:pred(x103,sand,n,0),[18300012]:pred(x104,ocean,n,0),[18300010]:rel(x103,x104,by,0)])	drs([[]:x103],[[18400004]:pred(x103,people,n,0)])
[vnnn--nn]	people-n-1 enjoying-v-14 sunny-a-16 day-n-17	bunch-n-2 of-r-3 people-n-4	1.0	1.0	0.854867	0.87241	people-nn : bunch-nn pmod-#1# of-in pobj-#2# people-nn #2# #1#	0	Phrasal	1	893	people are on a beach full of sand by the ocean and are enjoying a sunny day	a bunch of people is on the shore	drs([[]:x201,[]:x103,[]:x201,[]:x103,[]:x102,[]:x103,[]:x201,[]:x102,[]:x101],[[]:rel(x201,x103,patient,0),[18500014]:pred(x201,enjoy,v,0),[18500017]:pred(x103,day,n,0),[18500001]:pred(x102,people,n,0),[18500016]:pred(x103,sunny,a,0),[]:rel(x201,x102,agent,0),[18500001]:pred(x101,people,n,0)])	drs([[]:x102,[]:x101,[]:x102,[]:x101],[[18600004]:pred(x102,people,n,0),[18600003]:rel(x101,x102,of,0),[18600002]:pred(x101,bunch,n,0)])
[nnnn--n]	beach-n-5 full-a-6 of-r-7 sand-n-8 by-r-9 ocean-n-11	shore-n-8	1.0	1.0	0.809374	0.872149	beach-nn pmod-#1# of-in pobj-#2# sand-nn pmod-#3# by-in pobj-#4# ocean-nn #4# #3# #2# #1# : shore-nn	0	Phrasal	1	893	people are on a beach full of sand by the ocean and are enjoying a sunny day	a bunch of people is on the shore	drs([[]:x402,[]:x104,[]:x105,[]:x106,[]:x104,[]:x106,[]:x105,[]:x402,[]:x402,[]:x105],[[]:rel(x402,x104,theme,0),[18500009]:rel(x105,x106,by,0),[18500005]:pred(x104,beach,n,0),[18500011]:pred(x106,ocean,n,0),[18500008]:pred(x105,sand,n,0),[18500006]:pred(x402,full,a,0),[18500007]:rel(x402,x105,of,0)])	drs([[]:x104],[[18600008]:pred(x104,shore,n,0)])
[nn--nn]	motorbike-n-9 in-r-10 field-n-12	motorcycle-n-9 on-r-10 ground-n-11	1.0	1.0	0.942649	0.942649	motorbike-nn pmod-#1# in-in pobj-#2# field-nn #2# #1# : motorcycle-nn pmod-#1# on-in pobj-#2# ground-nn #2# #1#	0	Phrasal	1	894	the man is doing a wheelie with a motorbike in a field which is mostly barren	the man is doing a wheelie with a motorcycle on ground which is mostly barren	drs([[]:x103,[]:x104,[]:x103,[]:x104],[[18700009]:pred(x103,motorbike,n,0),[18700012]:pred(x104,field,n,0),[18700010]:rel(x103,x104,in,0)])	drs([[]:x103,[]:x104,[]:x103,[]:x104],[[18800009]:pred(x103,motorcycle,n,0),[18800011]:pred(x104,ground,n,0),[18800010]:rel(x103,x104,on,0)])
[nvnnn--vn]	man-n-2 doing-v-4 wheelie-n-6 with-r-7 motorcycle-n-9 on-r-10 ground-n-11	done-v-14 with-r-15 motorcycle-n-17	0.0	0.0	0.66137	0.66137	do-vb nsubj-#1# man-nn #1# dobj-#2# with-in pobj-#3# motorcycle-nn pmod-#4# on-in pobj-#5# ground-nn #5# #4# #3# #2# dobj-#6# wheelie-nn #6# : do-vb dobj-#1# with-in pobj-#2# motorcycle-nn #2# #1#	1	Phrasal	1	895	the man is doing a wheelie with a motorcycle on ground which is mostly barren	the man is on ground which is mostly barren , filming a wheelie done with a motorcycle .	drs([[]:x201,[]:x102,[]:x103,[]:x101,[]:x103,[]:x104,[]:x104,[]:x201,[]:x101,[]:x102,[]:x103],[[18900004]:pred(x201,do,v,0),[18900007]:rel(x102,x103,with,0),[18900002]:pred(x101,man,n,0),[18900010]:rel(x103,x104,on,0),[18900011]:pred(x104,ground,n,0),[]:rel(x201,x101,agent,0),[18900006]:pred(x102,wheelie,n,0),[18900009]:pred(x103,motorcycle,n,0)])	drs([[]:x201,[]:x103,[]:x103,[]:x201],[[19000015]:rel(x201,x103,with,0),[19000017]:pred(x103,motorcycle,n,0),[19000014]:pred(x201,do,v,0)])
[nvnnn--nnvn]	man-n-2 doing-v-4 wheelie-n-6 with-r-7 motorcycle-n-9 on-r-10 ground-n-11	man-n-2 on-r-4 ground-n-5 filming-v-11 wheelie-n-13	0.0	0.0	0.0180702	0.356699	do-vb nsubj-#1# man-nn #1# dobj-#2# with-in pobj-#3# motorcycle-nn pmod-#4# on-in pobj-#5# ground-nn #5# #4# #3# #2# dobj-#6# wheelie-nn #6# : man-nn	1	Phrasal	1	895	the man is doing a wheelie with a motorcycle on ground which is mostly barren	the man is on ground which is mostly barren , filming a wheelie done with a motorcycle .	drs([[]:x201,[]:x102,[]:x103,[]:x101,[]:x103,[]:x104,[]:x104,[]:x201,[]:x101,[]:x102,[]:x103],[[18900004]:pred(x201,do,v,0),[18900007]:rel(x102,x103,with,0),[18900002]:pred(x101,man,n,0),[18900010]:rel(x103,x104,on,0),[18900011]:pred(x104,ground,n,0),[]:rel(x201,x101,agent,0),[18900006]:pred(x102,wheelie,n,0),[18900009]:pred(x103,motorcycle,n,0)])	drs([[]:x104,[]:x102,[]:xir,[]:x102,[]:xir,[]:x104,[]:x104,[]:xir,[]:xir,[]:x101,[]:x104,[]:x101],[[19000005]:pred(x104,ground,n,0),[19000013]:pred(x102,wheelie,n,0),[]:rel(xir,x102,patient,0),[]:rel(xir,x104,agent,0),[]:rel(x104,xir,for,0),[19000011]:pred(xir,film,v,0),[19000004]:rel(x101,x104,on,0),[19000002]:pred(x101,man,n,0)])
[vnn--vnn]	courageously-r-8 performing-v-9 wheelie-n-11 on-r-12 motorcycle-n-14	getting-v-4 off-r-5 motorcycle-n-7 onto-r-8 ground-n-9 mostly-r-12 barren-a-13	0.0	0.0	0.764841	0.772365, 0.605379	perform-vb dobj-#1# wheelie-nn pmod-#2# on-in pobj-#3# motorcycle-nn #3# #2# #1# : get-vb dobj-#1# onto-in pobj-#2# ground-nn #2# #1# dobj-#3# motorcycle-nn #3#, courageously-rb : barren-jj	0	Phrasal	1	896	a man in a blue jumpsuit is courageously performing a wheelie on a motorcycle	the man is getting off a motorcycle onto ground which is mostly barren	drs([[]:x201,[]:x103,[]:x103,[]:x104,[]:x201,[]:x201,[]:x201,[]:x104],[[]:rel(x201,x103,patient,0),[19100011]:pred(x103,wheelie,n,0),[19100014]:pred(x104,motorcycle,n,0),[19100008]:pred(x201,courageously,r,0),[19100009]:pred(x201,perform,v,0),[19100012]:rel(x201,x104,on,0)])	drs([[]:x201,[]:x104,[]:x201,[]:x201,[]:x103,[]:x104,[]:x103,[]:x103,[]:x201,[]:x103],[[]:rel(x201,x104,patient,0),[19200004]:pred(x201,get,v,0),[19200008]:rel(x201,x103,onto,0),[19200007]:pred(x104,motorcycle,n,0),[19200013]:pred(x103,barren,a,0),[19200009]:pred(x103,ground,n,0),[19200005]:pred(x201,off,r,0),[19200012]:pred(x103,mostly,r,0)])
[vnn--nnnv]	courageously-r-8 performing-v-9 wheelie-n-11 on-r-12 motorcycle-n-14	doing-v-4 wheelie-n-6 with-r-7 motorcycle-n-9 on-r-10 ground-n-11 mostly-r-14 barren-a-15	0.0	0.0	0.752425	0.765444, 0.605379	perform-vb dobj-#1# wheelie-nn pmod-#2# on-in pobj-#3# motorcycle-nn #3# #2# #1# : do-vb dobj-#1# with-in pobj-#2# motorcycle-nn pmod-#3# on-in pobj-#4# ground-nn #4# #3# #2# #1# dobj-#5# wheelie-nn #5#, courageously-rb : barren-jj	0	Phrasal	1	897	a man in a blue jumpsuit is courageously performing a wheelie on a motorcycle	the man is doing a wheelie with a motorcycle on ground which is mostly barren	drs([[]:x201,[]:x104,[]:x201,[]:x103,[]:x104,[]:x201],[[19300012]:rel(x201,x104,on,0),[19300008]:pred(x201,courageously,r,0),[19300011]:pred(x103,wheelie,n,0),[19300014]:pred(x104,motorcycle,n,0),[19300009]:pred(x201,perform,v,0)])	drs([[]:x104,[]:x201,[]:xir,[]:xir,[]:x103,[]:x104,[]:x104,[]:xir,[]:x103,[]:xir],[[19400009]:pred(x104,motorcycle,n,0),[19400004]:pred(x201,do,v,0),[19400015]:pred(xir,barren,a,0),[19400011]:pred(xir,ground,n,0),[19400007]:rel(x103,x104,with,0),[19400010]:rel(x104,xir,on,0),[19400006]:pred(x103,wheelie,n,0),[19400014]:pred(xir,mostly,r,0)])
[vnn--nnnv]	perform-v-10 wheelie-n-12 on-r-13 motorcycle-n-15	doing-v-4 wheelie-n-6 with-r-7 motorcycle-n-9 on-r-10 ground-n-11 mostly-r-14 barren-a-15	0.0	0.0	0.432814	0.862634	perform-vb dobj-#1# on-in pobj-#2# motorcycle-nn #2# #1# dobj-#3# wheelie-nn #3# : do-vb dobj-#1# with-in pobj-#2# motorcycle-nn pmod-#3# on-in pobj-#4# ground-nn #4# #3# #2# #1# dobj-#5# wheelie-nn #5#	0	Phrasal	1	898	a man in a blue jumpsuit is failing to perform a wheelie on a motorcycle	the man is doing a wheelie with a motorcycle on ground which is mostly barren	drs([[]:x202,[]:x202,[]:x104,[]:x104,[]:x103],[[19500010]:pred(x202,perform,v,0),[19500013]:rel(x202,x104,on,0),[19500015]:pred(x104,motorcycle,n,0),[19500012]:pred(x103,wheelie,n,0)])	drs([[]:x103,[]:x104,[]:xir,[]:x103,[]:x104,[]:xir,[]:x104,[]:xir,[]:xir,[]:x202],[[19600006]:pred(x103,wheelie,n,0),[19600009]:pred(x104,motorcycle,n,0),[19600011]:pred(xir,ground,n,0),[19600007]:rel(x103,x104,with,0),[19600014]:pred(xir,mostly,r,0),[19600010]:rel(x104,xir,on,0),[19600015]:pred(xir,barren,a,0),[19600004]:pred(x202,do,v,0)])
[nv--vnn]	man-n-2 doing-v-4	courageous-a-2 performer-n-3 doing-v-5 over-r-11 man-n-13 in-r-14 blue-a-16 jumpsuit-n-17	0.0	0.0	0.915056	0.889087	do-vb nsubj-#1# man-nn #1# : over-in pobj-#1# man-nn pmod-#2# in-in pobj-#3# blue-jj amod-#4# jumpsuit-nn #4# #3# #2# #1#	0	Phrasal	1	899	the man is doing a wheelie with a motorcycle on ground which is mostly barren	a courageous performer is doing a wheelie with a motorcycle over a man in a blue jumpsuit	drs([[]:x201,[]:x101],[[19700004]:pred(x201,do,v,0),[19700002]:pred(x101,man,n,0)])	drs([[]:xir,[]:x201,[]:x101,[]:x201,[]:xir,[]:x201,[]:xir,[]:x101,[]:x101,[]:x101],[[19800017]:pred(xir,jumpsuit,n,0),[19800011]:rel(x201,x101,over,0),[19800014]:rel(x201,xir,in,0),[19800005]:pred(x201,do,v,0),[19800016]:pred(xir,blue,a,0),[19800013]:pred(x101,man,n,0),[19800002]:pred(x101,courageous,a,0),[19800003]:pred(x101,performer,n,0)])
[v--v]	arguing-v-4	kissing-v-4	0.0	0.0	0.574554	0.574554	argue-vb : kiss-vb	0	NotInWN	1	900	two people are arguing near a crowd	two people are kissing near a crowd	drs([[]:x201],[[19900004]:pred(x201,argue,v,0)])	drs([[]:x201],[[20000004]:pred(x201,kiss,v,0)])
[n--n]	two-n-1 people-n-2	man-n-8	0.0	0.0	0.764431	0.764431	people-nn : man-nn	1	Phrasal	1	901	two people are passionately kissing near a crowd	a woman is being kissed by a man	drs([[]:x101,[]:x101],[[20100002]:pred(x101,people,n,0),[20100001]:pred(x101,two,n,0)])	drs([[]:x101],[[20200008]:pred(x101,man,n,0)])
[vn--vn]	passionately-r-4 kissing-v-5 near-r-6 crowd-n-8	woman-n-2 kissed-v-5	0.0	0.0	0.937458	1, 0.816373	kiss-vb : kiss-vb, crowd-nn : woman-nn	1	Phrasal	1	901	two people are passionately kissing near a crowd	a woman is being kissed by a man	drs([[]:x201,[]:x201,[]:x102,[]:x201,[]:x102],[[20100005]:pred(x201,kiss,v,0),[20100006]:rel(x201,x102,near,0),[20100004]:pred(x201,passionately,r,0),[20100008]:pred(x102,crowd,n,0)])	drs([[]:x201,[]:x201,[]:x102,[]:x102],[[20200005]:pred(x201,kiss,v,0),[]:rel(x201,x102,patient,0),[20200002]:pred(x102,woman,n,0)])
[n--n]	two-n-1 people-n-2	man-n-8	0.0	0.0	0.764431	0.764431	people-nn : man-nn	1	Phrasal	1	902	two people are kissing near a crowd	a lady is being kissed by a man	drs([[]:x101,[]:x101],[[20300001]:pred(x101,two,n,0),[20300002]:pred(x101,people,n,0)])	drs([[]:x101],[[20400008]:pred(x101,man,n,0)])
[vn--vn]	kissing-v-4 near-r-5 crowd-n-7	lady-n-2 kissed-v-5	0.0	0.0	0.766516	0.816027	kiss-vb dobj-#1# near-in pobj-#2# crowd-nn #2# #1# : kiss-vb	1	Phrasal	1	902	two people are kissing near a crowd	a lady is being kissed by a man	drs([[]:x201,[]:x201,[]:x102,[]:x102],[[20300004]:pred(x201,kiss,v,0),[20300005]:rel(x201,x102,near,0),[20300007]:pred(x102,crowd,n,0)])	drs([[]:x201,[]:x201,[]:x102,[]:x102],[[20400005]:pred(x201,kiss,v,0),[]:rel(x201,x102,patient,0),[20400002]:pred(x102,lady,n,0)])
[vn--vn]	kissing-v-4 near-r-5 crowd-n-7	woman-n-2 kissed-v-5	0.0	0.0	0.758715	0.816027	kiss-vb dobj-#1# near-in pobj-#2# crowd-nn #2# #1# : kiss-vb	1	Phrasal	1	903	two people are kissing near a crowd	a woman is being kissed by a man	drs([[]:x201,[]:x201,[]:x102,[]:x102],[[20500004]:pred(x201,kiss,v,0),[20500005]:rel(x201,x102,near,0),[20500007]:pred(x102,crowd,n,0)])	drs([[]:x201,[]:x201,[]:x102,[]:x102],[[20600005]:pred(x201,kiss,v,0),[]:rel(x201,x102,patient,0),[20600002]:pred(x102,woman,n,0)])
[n--n]	two-n-1 people-n-2	man-n-8	0.0	0.0	0.764431	0.764431	people-nn : man-nn	1	Phrasal	1	903	two people are kissing near a crowd	a woman is being kissed by a man	drs([[]:x101,[]:x101],[[20500002]:pred(x101,people,n,0),[20500001]:pred(x101,two,n,0)])	drs([[]:x101],[[20600008]:pred(x101,man,n,0)])
[n--n]	huge-a-10	very-r-10 small-a-11	-1.0	-1.0	0.911276	0.901059	huge-jj : small-jj	0	Phrasal	1	904	the young girl is blowing a bubble that is huge	the young girl is blowing a bubble that is very small	drs([[]:x102],[[20700010]:pred(x102,huge,a,0)])	drs([[]:x102,[]:x102],[[20800011]:pred(x102,small,a,0),[20800010]:pred(x102,very,r,0)])
[nn--nn]	young-a-2 girl-n-3 huge-a-10	girl-n-2 in-r-3 dyed-a-5 red-a-6 shirt-n-7	0.0	0.0	0.861415	0.823929	young-jj amod-#1# girl-nn #1# : girl-nn pmod-#1# in-in pobj-#2# dye-vb amod-#3# red-jj amod-#4# shirt-nn #4# #3# #2# #1#	0	Phrasal	1	905	the young girl is blowing a bubble that is huge	the girl in a dyed red shirt is n't blowing a bubble	drs([[]:x101,[]:x101,[]:x102],[[20900003]:pred(x101,girl,n,0),[20900002]:pred(x101,young,a,0),[20900010]:pred(x102,huge,a,0)])	drs([[]:x101,[]:x102,[]:x102,[]:x102,[]:x101,[]:x102],[[21000003]:rel(x101,x102,in,0),[21000005]:pred(x102,dyed,a,0),[21000006]:pred(x102,red,a,0),[21000002]:pred(x101,girl,n,0),[21000007]:pred(x102,shirt,n,0)])
[vnr--vnn]	bubble-n-2 blew-v-3	young-a-2 girl-n-3 blowing-v-5 bubble-n-7 huge-a-10	0.0	0.0	0.869152	0.872749	blow-vb nsubj-#1# bubble-nn #1# : blow-vb nsubj-#1# young-jj amod-#2# girl-nn #2# #1# dobj-#3# bubble-nn #3#	1	Phrasal	1	906	a bubble blew , dyeing the girl 's shirt red .	the young girl is blowing a bubble that is huge	drs([[]:x201,[]:x202,[]:x201,[]:x101,[]:x201,[]:x101],[[]:rel(x201,x202,for,0),[]:rel(x201,x101,agent,0),[21100003]:pred(x201,blow,v,0),[21100002]:pred(x101,bubble,n,0)])	drs([[]:x201,[]:x101,[]:x102,[]:x101,[]:x201,[]:x102,[]:x201,[]:x102,[]:x101],[[]:rel(x201,x101,patient,0),[21200003]:pred(x102,girl,n,0),[21200010]:pred(x101,huge,a,0),[]:rel(x201,x102,agent,0),[21200005]:pred(x201,blow,v,0),[21200002]:pred(x102,young,a,0),[21200007]:pred(x101,bubble,n,0)])
[rvnnnn--vnn]	bubble-n-2 dyeing-v-5 girl-n-7 's-r-8 shirt-n-9 red-n-10	young-a-2 girl-n-3 blowing-v-5 bubble-n-7 huge-a-10	0.0	0.0	0.766813	0.833194, 0.715378	bubble-nn : huge-jj, dye-vb dobj-#1# red-nn #1# : blow-vb nsubj-#1# young-jj amod-#2# girl-nn #2# #1# dobj-#3# bubble-nn #3#	1	Phrasal	1	906	a bubble blew , dyeing the girl 's shirt red .	the young girl is blowing a bubble that is huge	drs([[]:x103,[]:x102,[]:x101,[]:x104,[]:x202,[]:x101,[]:x102,[]:x201,[]:x202,[]:x202,[]:x103,[]:x104,[]:x202,[]:x103,[]:x103],[[21100008]:rel(x103,x102,of,0),[21100002]:pred(x101,bubble,n,0),[21100009]:pred(x104,shirt,n,0),[]:rel(x202,x101,agent,0),[21100007]:pred(x102,girl,n,0),[]:rel(x201,x202,for,0),[21100005]:pred(x202,dye,v,0),[21100008]:rel(x103,x104,of,0),[]:rel(x202,x103,patient,0),[21100010]:pred(x103,red,n,0)])	drs([[]:x201,[]:x101,[]:x102,[]:x101,[]:x201,[]:x102,[]:x201,[]:x102,[]:x101],[[]:rel(x201,x101,patient,0),[21200003]:pred(x102,girl,n,0),[21200010]:pred(x101,huge,a,0),[]:rel(x201,x102,agent,0),[21200005]:pred(x201,blow,v,0),[21200002]:pred(x102,young,a,0),[21200007]:pred(x101,bubble,n,0)])
[vn--nnvnn]	walking-v-8 past-r-9 puddle-n-11	wearing-v-5 green-a-6 boots-n-7 playing-n-9 in-r-10 puddle-n-12	0.0	0.0	0.828149	0.810811	walk-vb dobj-#1# past-in pobj-#2# puddle-nn #2# #1# : play-vb dobj-#1# in-in pobj-#2# puddle-nn #2# #1#	0	Phrasal	1	907	a young child is barefoot and is walking past a puddle full of mud	a young child is wearing green boots and playing in a puddle full of mud	drs([[]:x201,[]:x201,[]:x103,[]:x103],[[21300008]:pred(x201,walk,v,0),[21300009]:rel(x201,x103,past,0),[21300011]:pred(x103,puddle,n,0)])	drs([[]:xir,[]:x201,[]:xir,[]:x103,[]:X103,[]:xir,[]:X103,[]:x201,[]:x201,[]:x103,[]:xir,[]:X104,[]:X104,[]:xir],[[21400006]:pred(xir,green,a,0),[]:rel(x201,xir,patient,0),[21400012]:pred(x103,puddle,n,0),[]:rel(X103,xir,subset_of,1),[21400007]:pred(X103,boot,n,0),[21400005]:pred(x201,wear,v,0),[21400010]:rel(x201,x103,in,0),[]:pred(xir,group_head,r,0),[21400009]:pred(X104,playing,n,0),[]:rel(X104,xir,subset_of,1)])
[nnrnnn--vnnnn]	child-n-3 green-a-6 boots-n-7 playing-n-9 in-r-10 puddle-n-12	green-a-2 boots-n-3 in-r-4 puddle-n-6 targeted-v-11 playful-a-14 child-n-16 scarf-n-19	0.0	0.0	0.917941	0.965369, 0.807776, 0.666659	green-jj amod-#1# boot-nn #1# : green-jj amod-#1# boot-nn #1# pmod-#2# in-in pobj-#3# puddle-nn #3# #2#, play-vb dobj-#1# in-in pobj-#2# puddle-nn #2# #1# : playful-jj amod-#1# child-nn #1#, child-nn : target-vb	0	Phrasal	1	908	a young child is wearing green boots and playing in a puddle full of mud	some green boots in a puddle full of mud are targeted by a playful young child wearing a scarf	drs([[]:x102,[]:x101,[]:x102,[]:x201,[]:x105,[]:x104,[]:x104,[]:x102,[]:x103,[]:x105,[]:x103,[]:x102],[[21500006]:pred(x102,green,a,0),[21500003]:pred(x101,child,n,0),[]:pred(x102,group_head,r,0),[21500010]:rel(x201,x105,in,0),[21500009]:pred(x104,playing,n,0),[]:rel(x104,x102,subset_of,1),[21500007]:pred(x103,boot,n,0),[21500012]:pred(x105,puddle,n,0),[]:rel(x103,x102,subset_of,1)])	drs([[]:X201,[]:x103,[]:x105,[]:X201,[]:x103,[]:x101,[]:x103,[]:x105,[]:X201,[]:x101,[]:x101,[]:x103,[]:x102],[[]:rel(X201,x103,patient,0),[21600006]:pred(x105,puddle,n,0),[21600011]:pred(X201,target,v,0),[21600003]:pred(x103,boot,n,0),[21600014]:pred(x101,playful,a,0),[21600004]:rel(x103,x105,in,0),[]:rel(X201,x101,agent,0),[21600016]:pred(x101,child,n,0),[21600002]:pred(x103,green,a,0),[21600019]:pred(x102,scarf,n,0)])
